>contig_1
1	1918	-	2	1.140492	I:642,	D:289,
3755862	3757169	+	3	1.122116	I:	D:
3757393	3758121	+	1	1.105330	I:	D:
3758172	3758954	-	3	1.164719	I:	D:
3759125	3760783	+	2	1.143202	I:3760452,	D:3759811,
3760796	3761092	+	2	1.115354	I:	D:
3761148	3761927	+	3	1.147285	I:	D:
3761931	3762971	+	3	1.127994	I:	D:
3763152	3763511	-	3	1.187620	I:	D:
3763911	3764246	+	3	1.161318	I:	D:
3764560	3765210	+	1	1.180926	I:	D:
3765792	3766469	-	3	1.250165	I:	D:
3766675	3767466	+	1	1.129698	I:	D:
3767559	3768770	+	3	1.146783	I:	D:
3768866	3772242	+	2	1.130932	I:3771514,	D:3769765,3770754,
3772520	3773275	+	2	1.120984	I:	D:
3773284	3774024	+	1	1.157365	I:	D:
3774030	3775736	+	3	1.151794	I:	D:
3775762	3776367	+	1	1.134636	I:	D:
3776596	3777180	+	1	1.165273	I:	D:
3777333	3778715	-	3	1.133049	I:	D:
3778988	3780186	+	2	1.150701	I:3779906,3779927,	D:
3780300	3781163	-	3	1.138806	I:	D:
3781289	3782818	+	2	1.137771	I:	D:
3782977	3785254	+	1	1.146498	I:3784713,	D:
3785303	3786106	-	2	1.130074	I:	D:
3786209	3787195	+	2	1.135803	I:	D:
3787207	3790367	+	1	1.136677	I:3790306,	D:3788708,3789488,
3790406	3790945	-	2	1.148185	I:	D:
3790949	3791746	-	2	1.154661	I:	D:
3791927	3793000	+	2	1.140944	I:	D:
3793113	3793676	-	3	1.175191	I:	D:
3793681	3794007	-	1	1.226370	I:	D:
3794147	3796082	-	2	1.148205	I:3795018,	D:
3796177	3797379	-	1	1.142157	I:	D:
3797986	3799292	+	1	1.332224	I:	D:3799242,
3799337	3799654	-	2	1.318067	I:	D:
3799734	3802952	-	3	1.228723	I:3799962,3799993,	D:3801294,3802283,
3802992	3804392	-	3	1.162328	I:	D:
3804405	3807637	-	3	1.183161	I:3805103,3805152,	D:
3807650	3811818	-	2	1.197478	I:3808307,3808339,	D:3807935,3809417,3809825,
3812054	3813255	-	2	1.246172	I:3812330,3812358,	D:
3813420	3825950	-	3	1.165891	I:	D:
3826225	3827226	-	1	1.171487	I:	D:
3827356	3828578	-	1	1.181020	I:	D:3827876,
3828782	3831106	-	2	1.220449	I:3831068,	D:3830734,
3831168	3833234	-	3	1.213244	I:3832285,3832321,3832552,3832603,	D:3831790,
3833248	3833328	+	1	1.217592	I:	D:
3833524	3834692	-	1	1.215391	I:	D:3834419,
3834832	3835549	-	1	1.173194	I:3834843,	D:
3835861	3836208	-	1	1.168679	I:	D:
3836415	3836705	+	3	1.187227	I:	D:
3836910	3837561	-	3	1.281310	I:3837423,3837485,	D:3837012,
3837604	3838013	+	1	1.357639	I:3837631,3837705,	D:
3838042	3838323	+	1	1.225258	I:	D:
3838532	3840841	-	2	1.222376	I:	D:
3840898	3841422	-	1	1.191207	I:	D:
3842004	3842901	+	3	1.364203	I:3842039,3842893,	D:3842024,
3843499	3844194	+	1	1.268365	I:	D:
3845053	3845136	-	1	1.335124	I:	D:
3845168	3845254	+	2	1.268412	I:	D:
3845294	3845401	+	2	1.351087	I:	D:
3845830	3847366	-	1	1.396030	I:3845848,3846008,3847359,	D:3845947,3847302,
3847582	3847691	+	1	1.352755	I:	D:3847663,
3847875	3848763	-	3	1.343174	I:3847890,	D:
3850036	3850437	-	1	1.372201	I:	D:
3850696	3850900	+	1	1.381506	I:3850810,	D:
3851083	3851842	-	1	1.330327	I:3851288,3851477,3851834,	D:3851338,3851425,
3852235	3854592	-	1	1.287391	I:	D:
3854756	3855710	-	2	1.316997	I:3854782,	D:
3855878	3856471	-	2	1.283084	I:	D:
3856633	3857423	+	1	1.318849	I:3857229,3857315,	D:
3857627	3858235	-	2	1.189837	I:	D:
3858311	3858787	-	2	1.210926	I:	D:
3858981	3859625	+	3	1.171127	I:	D:
3859648	3860547	+	1	1.150436	I:	D:
3860593	3861576	-	1	1.183097	I:	D:
3861697	3862506	-	1	1.157904	I:	D:
3862557	3864686	-	3	1.166544	I:	D:
3864792	3865844	-	3	1.161652	I:	D:
3865883	3867214	-	2	1.147654	I:	D:
3867360	3868250	+	3	1.146232	I:	D:
3868318	3869025	+	1	1.109034	I:	D:
3869073	3871219	-	3	1.144057	I:	D:3870341,
3871234	3872999	-	1	1.151897	I:	D:3872213,
3873051	3873689	-	3	1.172491	I:	D:
3873861	3874307	-	3	1.197071	I:	D:
3874494	3874928	+	3	1.168107	I:	D:
3874966	3875874	-	1	1.145343	I:	D:
3875965	3876351	+	1	1.177066	I:	D:
3876385	3877260	-	1	1.167481	I:	D:
3877362	3878434	-	3	1.168277	I:	D:3878400,
3878588	3879656	+	2	1.141159	I:3878601,	D:
3879685	3879766	-	1	1.272462	I:3879740,	D:
3879942	3881333	+	3	1.125295	I:	D:
3881345	3883034	+	2	1.141710	I:3882208,	D:
3883110	3885003	-	3	1.215674	I:3883873,	D:
3885469	3885823	+	1	1.366510	I:3885787,	D:
3886063	3886401	+	1	1.370433	I:	D:
3887673	3889211	-	3	1.400894	I:	D:
3889882	3890092	-	1	1.375975	I:3889906,	D:
3891347	3891520	+	2	1.347870	I:	D:
3891521	3891673	+	2	1.319780	I:	D:
3891765	3892274	-	3	1.382313	I:3891886,	D:3891844,
3893558	3893984	+	2	1.370264	I:3893933,	D:
3894049	3894358	-	1	1.351343	I:3894091,	D:
3894777	3894977	+	3	1.311652	I:	D:
3894985	3895317	+	1	1.349390	I:	D:
3895416	3896025	+	3	1.361161	I:3895976,	D:
3896028	3896412	+	3	1.400647	I:3896291,	D:
3896751	3897941	+	3	1.385664	I:3897314,	D:3897337,
3898174	3898566	+	1	1.346728	I:3898215,3898275,3898319,	D:
3898576	3899337	+	1	1.341620	I:	D:
3899505	3900514	+	3	1.346092	I:3899600,3900510,	D:
3900669	3900830	-	3	1.281764	I:	D:
3901409	3902095	+	2	1.376813	I:	D:
3902134	3904379	+	1	1.382383	I:3902690,3903054,3903100,3903532,3903582,3903602,	D:3902603,
3904428	3905534	+	3	1.377247	I:3904806,3905513,	D:3904894,3905364,
3906070	3906201	-	1	1.334320	I:	D:
3906230	3907158	+	2	1.400658	I:	D:3907104,
3907233	3908453	+	3	1.358826	I:3907949,	D:3907859,
3908965	3911704	+	1	1.378579	I:3910648,3911117,	D:3911075,
3911915	3912823	+	2	1.378030	I:3912761,	D:3912301,
3912898	3913314	+	1	1.388035	I:	D:
3913365	3914549	+	3	1.400542	I:3914294,	D:3914363,
3914590	3914756	+	1	1.377037	I:	D:3914726,
3914902	3915042	+	1	1.345412	I:	D:
3915521	3915951	-	2	1.362089	I:	D:3915905,
3916426	3917083	-	1	1.383213	I:3916626,3916875,	D:3916694,
3917775	3917990	-	3	1.321840	I:	D:
3918124	3918480	+	1	1.385271	I:	D:
3918964	3919590	+	1	1.377259	I:3919370,	D:3919277,
3920017	3920245	+	1	1.334649	I:3920218,	D:
3920569	3920766	+	1	1.330993	I:	D:
3921582	3921659	+	3	1.299244	I:	D:
3923054	3923813	+	2	1.386036	I:3923799,	D:
3924116	3924466	+	2	1.377203	I:	D:
3925651	3926985	-	1	1.348777	I:	D:
3928067	3928273	-	2	1.353673	I:	D:
3928508	3928906	+	2	1.339412	I:	D:
3929142	3929636	-	3	1.394137	I:	D:
3930232	3930413	+	1	1.324002	I:	D:3930348,
3930641	3931334	-	2	1.363358	I:3930656,	D:
3931687	3933007	-	1	1.367157	I:3931716,	D:
3933353	3934597	-	2	1.246533	I:	D:
3934698	3936482	-	3	1.257420	I:	D:
3936493	3936852	-	1	1.354340	I:	D:
3936931	3937437	-	1	1.315515	I:	D:
3937702	3937833	+	1	1.288766	I:	D:
3937874	3938695	-	2	1.271064	I:	D:
3938718	3940564	-	3	1.285939	I:	D:3939586,
3940660	3941625	-	1	1.277809	I:	D:
3942015	3942200	+	3	1.327028	I:	D:
3943574	3943752	+	2	1.357077	I:	D:3943622,
3943761	3944186	+	3	1.360756	I:	D:
3944310	3944451	+	3	1.296180	I:3944405,	D:
3944502	3945446	+	3	1.382578	I:	D:
3945511	3946209	+	1	1.341632	I:	D:
3947579	3948185	-	2	1.350745	I:3947619,	D:
3948291	3948725	-	3	1.292345	I:	D:
3948816	3952614	-	3	1.329979	I:3951647,3951699,	D:3950172,
3952816	3953256	+	1	1.320516	I:	D:
3953271	3955754	+	3	1.316733	I:	D:
3955782	3956111	+	3	1.337034	I:	D:
3956192	3956858	+	2	1.340191	I:3956853,	D:
3957211	3957540	-	1	1.304923	I:	D:
3957883	3960278	-	1	1.347396	I:	D:3959937,
3960434	3960700	+	2	1.287746	I:	D:
3960713	3960988	+	2	1.270002	I:	D:
3961060	3962745	+	1	1.235269	I:	D:
3962763	3964347	+	3	1.307250	I:3963352,3963395,	D:3963123,
3964478	3968007	+	2	1.206845	I:3965024,3965055,	D:
3968742	3969044	+	3	1.304781	I:	D:
3969131	3969533	+	2	1.317656	I:3969484,	D:
3969715	3970270	+	1	1.307654	I:3969744,	D:
3970511	3970649	+	2	1.387651	I:3970598,	D:
3971003	3971143	+	2	1.292518	I:	D:
3971426	3972877	-	2	1.287475	I:	D:
3973372	3973566	-	1	1.362300	I:	D:
3974583	3974939	-	3	1.317832	I:	D:
3975438	3975527	+	3	1.272345	I:	D:
3975786	3976248	-	3	1.379359	I:3975866,	D:
3976976	3978092	-	2	1.382356	I:	D:3976980,3978024,
3978965	3979372	-	2	1.374821	I:	D:
3980059	3981111	-	1	1.393131	I:3980726,	D:3980686,
3981936	3983162	-	3	1.403999	I:3981945,3981964,3982710,	D:
3983271	3983375	+	3	1.323893	I:	D:
3983743	3983970	+	1	1.326318	I:	D:
3984087	3985697	-	3	1.348537	I:	D:
3985733	3985957	-	2	1.326148	I:	D:
3986559	3987114	-	3	1.324067	I:3986615,	D:
3987364	3987653	+	1	1.351754	I:3987606,3987623,	D:
3987940	3988819	-	1	1.168340	I:3987973,	D:
3989333	3989644	+	2	1.312954	I:	D:
3989680	3989940	+	1	1.279571	I:	D:
3990168	3991304	+	3	1.131871	I:	D:
3991362	3992498	+	3	1.111965	I:	D:
3992528	3993454	-	2	1.206046	I:	D:
3993487	3994809	-	1	1.174256	I:	D:
3994848	3996362	-	3	1.190047	I:	D:
3996440	3998176	-	2	1.231162	I:	D:
3998323	3999270	+	1	1.236305	I:	D:
3999383	4000003	-	2	1.209059	I:	D:
4000201	4000578	+	1	1.259530	I:	D:
4000658	4001230	-	2	1.155681	I:	D:
4001590	4003503	+	1	1.174818	I:	D:
4003700	4005828	-	2	1.151174	I:	D:4005127,
4005912	4007090	-	3	1.156478	I:	D:
4007241	4009438	-	3	1.175392	I:	D:4007997,
4009500	4011089	-	3	1.184543	I:4009593,	D:4009520,
4011095	4011829	-	2	1.153227	I:	D:
4012027	4012431	+	1	1.165632	I:	D:
4012483	4012740	+	1	1.164839	I:	D:
4012802	4013344	+	2	1.199533	I:	D:
4013363	4014412	+	2	1.120636	I:	D:
4014484	4015479	+	1	1.178709	I:	D:
4015567	4016058	-	1	1.210833	I:	D:
4016180	4016929	-	2	1.202897	I:	D:
4016943	4017912	+	3	1.163944	I:4016952,	D:
4017980	4019224	-	2	1.230903	I:	D:
4019612	4021081	-	2	1.164769	I:	D:
4021137	4023202	-	3	1.166647	I:	D:4022538,
4023214	4026089	-	1	1.171055	I:	D:4025541,
4026164	4027501	-	2	1.159267	I:	D:
4027632	4028264	+	3	1.088024	I:	D:
4028423	4029739	+	2	1.172545	I:	D:
4029795	4030112	-	3	1.162138	I:	D:
4030208	4030594	+	2	1.168425	I:	D:
4030650	4031210	-	3	1.213138	I:	D:
4031438	4032040	+	2	1.163663	I:	D:
4032062	4032622	+	2	1.217195	I:	D:
4032643	4033810	+	1	1.165556	I:4033266,	D:
4033858	4034799	-	1	1.119858	I:	D:
4034831	4035343	-	2	1.204303	I:	D:
4035601	4036728	+	1	1.139976	I:	D:
4036877	4037785	+	2	1.145066	I:	D:
4037883	4038356	+	3	1.158788	I:	D:
4038469	4039485	-	1	1.182371	I:	D:
4039587	4040828	-	3	1.186302	I:	D:
4041041	4041760	+	2	1.173703	I:	D:
4041846	4042814	+	3	1.126115	I:	D:
4042892	4044787	-	2	1.299121	I:	D:
4044927	4048889	-	3	1.160077	I:	D:
4049022	4049546	-	3	1.173647	I:	D:
4049712	4051220	+	3	1.140331	I:	D:
4051380	4052492	-	3	1.208178	I:	D:
4052928	4053287	-	3	1.182864	I:	D:
4053689	4054579	+	2	1.216688	I:	D:
4054610	4055161	-	2	1.182644	I:	D:
4055216	4058763	-	2	1.159380	I:4058757,	D:4056915,4058656,
4058793	4059944	-	3	1.163774	I:	D:
4059958	4061532	-	1	1.169319	I:	D:
4061662	4062207	-	1	1.224022	I:	D:
4062478	4063695	-	1	1.185067	I:	D:
4063801	4065395	+	1	1.157203	I:4064786,4064811,	D:
4065426	4066696	+	3	1.194906	I:	D:4066047,
4066729	4067523	+	1	1.153077	I:	D:
4067744	4068079	+	2	1.406272	I:	D:
4068237	4068385	+	3	1.373961	I:	D:4068277,
4068467	4068922	+	2	1.200661	I:	D:
4068942	4069868	+	3	1.113659	I:	D:
4069890	4071323	+	3	1.164627	I:	D:
4071324	4072598	-	3	1.194454	I:	D:
4072619	4073296	-	2	1.183764	I:	D:
4073568	4075399	+	3	1.169410	I:	D:4074437,
4075402	4076019	-	1	1.201218	I:	D:
4076023	4076952	-	1	1.164790	I:	D:
4077018	4077497	+	3	1.144266	I:	D:
4077546	4079355	+	3	1.196630	I:4078079,4078135,	D:4078861,
4079522	4080310	-	2	1.172846	I:	D:
4080646	4082294	+	1	1.175199	I:	D:4081545,
4082350	4082925	+	1	1.145311	I:	D:
4083212	4084705	+	2	1.138728	I:	D:
4084718	4085767	+	2	1.175769	I:	D:
4086272	4086924	+	2	1.309255	I:4086899,4086920,	D:
4087295	4088516	-	2	1.333968	I:4087405,4087706,	D:4087723,
4088992	4093460	-	1	1.171217	I:4092644,	D:4090129,4092087,
4093596	4094639	-	3	1.172111	I:	D:
4094868	4095176	+	3	1.181571	I:	D:
4095180	4096718	+	3	1.124486	I:	D:
4096721	4098178	+	2	1.122160	I:	D:
4098305	4099020	+	2	1.253159	I:	D:4098547,
4099071	4099760	-	3	1.150037	I:	D:
4099895	4100683	+	2	1.185794	I:	D:
4101136	4102482	+	1	1.163869	I:	D:
4102588	4103079	-	1	1.164338	I:	D:
4103099	4103998	-	2	1.200215	I:	D:
4104148	4106142	+	1	1.179058	I:4105123,	D:4104778,
4106474	4107637	+	2	1.162403	I:	D:
4107780	4108652	+	3	1.157305	I:	D:
4108656	4111317	+	3	1.180029	I:4110576,	D:
4111815	4112467	+	3	1.309255	I:4112442,4112463,	D:
4112998	4113426	-	1	1.170405	I:	D:
4113579	4114040	-	3	1.205889	I:	D:
4114119	4114826	-	3	1.166097	I:	D:
4115026	4116972	+	1	1.160498	I:	D:
4116978	4117775	+	3	1.140279	I:	D:
4117788	4118717	+	3	1.115273	I:	D:
4118742	4119806	+	3	1.131084	I:	D:
4119809	4119916	+	2	1.260483	I:	D:
4120032	4123624	+	3	1.170536	I:4121369,4121457,4122271,	D:4121420,
4123707	4125396	-	3	1.181553	I:4124999,	D:
4125398	4126161	-	2	1.167579	I:	D:4125831,
4126288	4127151	+	1	1.159835	I:	D:
4127252	4128718	+	2	1.162265	I:	D:
4128740	4129650	+	2	1.192370	I:	D:4129184,
4129809	4131047	+	3	1.129085	I:	D:
4131076	4131477	+	1	1.158343	I:	D:
4131543	4132391	-	3	1.237873	I:	D:
4132422	4133627	-	3	1.212721	I:	D:
4133800	4134486	-	1	1.188544	I:	D:
4134746	4135653	+	2	1.185036	I:	D:4134850,
4135731	4136393	+	3	1.224277	I:	D:
4136433	4136647	-	3	1.307247	I:	D:4136638,
4137022	4140128	-	1	1.339838	I:4137070,4138499,	D:
4140216	4140536	-	3	1.365633	I:	D:
4141106	4141387	-	2	1.375237	I:4141118,	D:4141321,
4143275	4150457	-	2	1.241735	I:4143303,	D:
4150527	4152275	-	3	1.170890	I:	D:
4152495	4153231	+	3	1.224638	I:4152531,4153219,	D:
4153587	4155362	+	3	1.146653	I:	D:
4155451	4156632	+	1	1.133982	I:	D:
4156645	4159892	-	1	1.164444	I:	D:4157751,
4159931	4160765	+	2	1.195668	I:4160029,	D:
4161092	4161172	-	2	1.245738	I:	D:
4161210	4162601	+	3	1.161226	I:	D:
4162604	4163590	+	2	1.149244	I:	D:
4163604	4164407	+	3	1.144630	I:	D:
4164463	4165326	+	1	1.163113	I:	D:
4165480	4166478	+	1	1.166016	I:	D:
4166646	4167488	-	3	1.178361	I:	D:
4167642	4167977	-	3	1.187616	I:	D:
4168098	4169761	-	3	1.213071	I:	D:4169574,
4169820	4170860	-	3	1.167283	I:	D:
4170947	4171183	-	2	1.283063	I:	D:
4171382	4172275	-	2	1.163075	I:	D:
4172305	4174361	-	1	1.168774	I:	D:4172944,
4174421	4175404	-	2	1.160096	I:	D:
4175536	4176459	+	1	1.169786	I:	D:
4176472	4177446	-	1	1.150964	I:	D:
4177557	4178861	+	3	1.158977	I:	D:
4178955	4180382	+	3	1.133921	I:	D:
4180448	4181611	-	2	1.188260	I:	D:
4181889	4182755	+	3	1.159917	I:	D:
4182805	4183695	+	1	1.204146	I:	D:
4183762	4184655	+	1	1.148092	I:	D:
4184660	4185337	+	2	1.163966	I:	D:
4185372	4186346	+	3	1.169127	I:	D:
4186360	4189132	-	1	1.198632	I:	D:4187503,4188151,
4189152	4190904	-	3	1.183064	I:	D:4190032,4190749,
4191041	4191674	+	2	1.247981	I:4191513,	D:
4191678	4191806	+	3	1.289876	I:	D:
4191916	4193046	+	1	1.193224	I:	D:
4193174	4193638	+	2	1.201839	I:	D:
4193846	4194385	+	2	1.118575	I:	D:
4194474	4195793	+	3	1.150093	I:	D:
4195884	4196150	-	3	1.168573	I:	D:
4196385	4196945	+	3	1.235595	I:	D:
4197114	4198175	+	3	1.318340	I:	D:
4198312	4199184	+	1	1.350014	I:	D:
4199193	4199805	+	3	1.363724	I:4199787,	D:
4200083	4200872	+	2	1.357572	I:4200854,	D:
4201264	4201509	+	1	1.373205	I:	D:
4202586	4203515	+	3	1.408694	I:4203488,	D:4202621,
4203937	4204570	+	1	1.348502	I:4204561,	D:
4205912	4206061	+	2	1.354372	I:4206049,	D:4205939,
4209722	4210055	-	2	1.369653	I:4209770,	D:
4210277	4211252	-	2	1.410751	I:4210295,	D:
4212098	4212374	-	2	1.363795	I:4212204,	D:
4213790	4214567	+	2	1.373400	I:4214540,	D:
4214821	4215276	+	1	1.373509	I:	D:
4215471	4215810	+	3	1.339619	I:4215775,	D:
4216549	4216657	+	1	1.354223	I:4216610,	D:
4217216	4217479	+	2	1.347343	I:4217366,	D:4217230,
4217583	4217768	+	3	1.316015	I:	D:
4220763	4220855	+	3	1.316899	I:	D:
4224314	4226160	-	2	1.338034	I:4224365,4224388,4224394,	D:4224432,
4226232	4226450	-	3	1.314754	I:	D:
4226614	4227574	-	1	1.334528	I:4226637,	D:
4227720	4228724	-	3	1.209126	I:	D:
4228884	4229696	+	3	1.140287	I:	D:
4229873	4231230	-	2	1.189579	I:	D:4230599,
4231243	4231515	-	1	1.248984	I:	D:
4231706	4232572	-	2	1.199585	I:	D:
4232705	4233889	-	2	1.147310	I:	D:
4234121	4234774	-	2	1.206007	I:	D:
4234807	4235412	-	1	1.128556	I:	D:
4235415	4238330	-	3	1.169518	I:4236378,	D:4237201,
4238425	4240082	+	1	1.168440	I:4239262,4239273,	D:
4240098	4240262	+	3	1.177790	I:	D:
4240284	4243882	-	3	1.279205	I:4242620,4242713,4242792,	D:4241605,
4244059	4244628	+	1	1.331856	I:4244572,	D:4244508,
4244662	4246083	+	1	1.215022	I:	D:
4246099	4246968	+	1	1.233433	I:	D:
4246981	4249055	-	1	1.177667	I:	D:4248199,
4249410	4251197	-	3	1.164035	I:	D:
4251238	4252247	-	1	1.202443	I:	D:4251992,
4252496	4253779	-	2	1.150940	I:	D:
4253907	4256731	-	3	1.151904	I:	D:4254805,
4256767	4258435	-	1	1.191440	I:4257694,	D:
4258559	4259583	-	2	1.181139	I:	D:4259559,
4259591	4259689	-	2	1.282413	I:	D:
4259760	4260245	-	3	1.171862	I:	D:
4260413	4262642	+	2	1.181458	I:4261613,	D:
4262713	4263123	+	1	1.160680	I:	D:
4263524	4263889	+	2	1.221813	I:	D:
4264095	4265213	+	3	1.176103	I:	D:
4265296	4266054	-	1	1.196354	I:	D:
4266202	4268465	+	1	1.157418	I:	D:4266283,
4268584	4269201	+	1	1.197396	I:	D:
4269275	4269403	+	2	1.224049	I:	D:
4269506	4270363	+	2	1.186854	I:	D:
4270499	4271089	-	2	1.222820	I:	D:
4271221	4271526	-	1	1.195149	I:	D:
4271606	4271911	-	2	1.210942	I:	D:
4272180	4272908	-	3	1.241228	I:	D:
4273392	4273913	-	3	1.189912	I:	D:
4274196	4275380	-	3	1.128151	I:	D:
4275515	4278370	+	2	1.159868	I:	D:
4278400	4279062	+	1	1.139724	I:	D:
4279150	4280277	-	1	1.191910	I:	D:
4280304	4282018	-	3	1.199559	I:	D:4281381,
4282134	4284581	+	3	1.145237	I:	D:
4284629	4284958	-	2	1.195479	I:	D:
4285178	4286470	+	2	1.196152	I:	D:
4286531	4287877	-	2	1.156258	I:	D:
4287886	4289964	-	1	1.187789	I:	D:
4290085	4290813	-	1	1.232918	I:	D:
4291096	4292678	+	1	1.162466	I:	D:4291659,
4292714	4295550	-	2	1.159392	I:4293622,4293651,4293709,	D:4293719,
4295583	4295930	-	3	1.180560	I:	D:
4296049	4296486	+	1	1.200370	I:	D:
4296590	4296982	-	2	1.253342	I:	D:
4297173	4298159	-	3	1.178465	I:	D:
4298372	4298995	-	2	1.246387	I:	D:
4299007	4299408	-	1	1.249875	I:	D:
4299432	4299789	-	3	1.287056	I:4299460,	D:
4299981	4300199	-	3	1.369546	I:	D:
4300206	4301531	-	3	1.259403	I:	D:
4301546	4301986	-	2	1.265513	I:	D:
4301996	4302181	-	2	1.290690	I:	D:
4302185	4302706	-	2	1.259818	I:	D:
4302722	4303087	-	2	1.258332	I:	D:
4303109	4303642	-	2	1.247278	I:	D:
4303655	4304050	-	2	1.253790	I:	D:
4304061	4304366	-	3	1.302354	I:	D:
4304379	4304918	-	3	1.263355	I:	D:
4304931	4305251	-	3	1.258838	I:	D:
4305263	4305622	-	2	1.267082	I:	D:
4305983	4306747	-	2	1.204910	I:	D:
4306934	4308361	+	2	1.149511	I:	D:
4308424	4309341	-	1	1.269449	I:	D:
4309347	4310528	+	3	1.220832	I:	D:
4310536	4311533	-	1	1.212625	I:	D:4311500,
4311659	4312555	+	2	1.138865	I:	D:
4312572	4313744	+	3	1.152611	I:	D:
4313757	4316283	+	3	1.132548	I:4315263,4315276,	D:4314519,
4316294	4317361	+	2	1.145019	I:	D:
4317412	4317819	-	1	1.270567	I:	D:
4318094	4318375	-	2	1.302462	I:	D:
4318378	4318569	-	1	1.233665	I:	D:
4318583	4319793	-	2	1.274035	I:4318976,4319127,	D:
4319803	4320132	-	1	1.260727	I:	D:
4320136	4320411	-	1	1.292461	I:	D:
4320424	4321206	-	1	1.274403	I:	D:
4321252	4321530	-	1	1.297779	I:	D:
4321545	4322162	-	3	1.257437	I:	D:
4322167	4322856	-	1	1.263830	I:	D:
4323187	4323498	-	1	1.225187	I:	D:
4323573	4324763	-	3	1.225391	I:	D:
4324840	4326942	-	1	1.244060	I:	D:
4326961	4327431	-	1	1.247227	I:	D:
4327607	4327963	-	2	1.302870	I:	D:
4328589	4329290	-	3	1.231136	I:	D:
4329550	4330266	+	1	1.211161	I:	D:
4330300	4331409	+	1	1.202765	I:	D:
4331415	4333739	+	3	1.196406	I:	D:
4333766	4335094	-	2	1.222778	I:4334191,	D:4334291,
4335251	4335646	+	2	1.203257	I:	D:
4335758	4339950	-	2	1.191917	I:	D:4339947,
4340002	4344114	-	1	1.215866	I:	D:
4344278	4344616	-	2	1.222669	I:4344559,	D:4344494,
4344739	4345236	-	1	1.264889	I:	D:
4345513	4346214	-	1	1.190716	I:	D:
4346217	4346648	-	3	1.258129	I:	D:
4346709	4347203	-	3	1.304968	I:	D:
4347252	4347632	-	3	1.300661	I:	D:
4347924	4349114	-	3	1.238137	I:	D:
4349693	4350856	-	2	1.168231	I:	D:
4350877	4352283	-	1	1.158492	I:	D:
4352312	4353673	-	2	1.168152	I:	D:
4353762	4354607	-	3	1.181499	I:	D:
4354839	4358573	+	3	1.170649	I:4355827,4356837,	D:4354843,4355776,
4358593	4359354	+	1	1.182383	I:	D:
4359363	4360364	-	3	1.163296	I:	D:
4360517	4362112	-	2	1.172786	I:	D:
4362115	4363326	-	1	1.169070	I:	D:
4363332	4363919	-	3	1.191381	I:	D:
4364042	4364923	+	2	1.169744	I:	D:
4364972	4366886	-	2	1.183808	I:4365984,	D:
4366931	4367746	-	2	1.223210	I:	D:
4367755	4371154	-	1	1.217882	I:4368517,4368565,	D:4369245,
4373683	4373889	-	1	1.350893	I:	D:
4374121	4375155	-	1	1.220907	I:	D:
4375270	4376436	+	1	1.180914	I:	D:
4376532	4378492	-	3	1.175087	I:	D:4378059,
4378612	4379610	-	1	1.145746	I:	D:
4379723	4381135	-	2	1.203426	I:	D:
4381197	4381874	-	3	1.313487	I:	D:
4382423	4383757	+	2	1.227081	I:	D:
4383862	4384326	-	1	1.241379	I:	D:
4384333	4385685	-	1	1.171425	I:	D:
4385801	4387387	+	2	1.192441	I:	D:
4387455	4389298	+	3	1.144965	I:4388372,4388423,	D:
4389325	4391318	+	1	1.185012	I:	D:4390302,
4391428	4392630	+	1	1.171043	I:	D:
4392836	4393750	+	2	1.164467	I:	D:
4393782	4393967	+	3	1.167179	I:	D:
4394050	4395006	+	1	1.145150	I:	D:
4395300	4396745	-	3	1.176137	I:	D:
4397016	4398701	-	3	1.171571	I:	D:
4398750	4399441	-	3	1.261936	I:4399008,4399081,	D:
4399486	4399620	-	1	1.236720	I:	D:
4400046	4401498	+	3	1.186899	I:4401487,	D:
4401539	4402618	+	2	1.153360	I:	D:
4402714	4405161	+	1	1.146840	I:	D:
4405271	4406482	-	2	1.257169	I:	D:
4406590	4407486	+	1	1.269506	I:	D:
4407538	4408461	-	1	1.188222	I:	D:
4408779	4409465	+	3	1.165368	I:	D:
4409581	4411173	+	1	1.145763	I:	D:
4411213	4411917	+	1	1.147122	I:	D:
4411943	4412203	+	2	1.127932	I:	D:
4412333	4414228	+	2	1.167745	I:	D:
4414240	4414689	+	1	1.188807	I:	D:
4414769	4415686	-	2	1.176781	I:	D:
4415873	4416781	+	2	1.143444	I:	D:
4416886	4417638	+	1	1.168391	I:	D:
4417647	4418336	+	3	1.140297	I:	D:
4418388	4419122	+	3	1.174024	I:	D:
4419128	4420186	+	2	1.134949	I:	D:
4420227	4421132	+	3	1.141667	I:	D:
4421229	4421513	-	3	1.224529	I:	D:
4421675	4422594	+	2	1.220342	I:	D:4422528,
4422782	4423945	+	2	1.178204	I:	D:
4424479	4425155	+	1	1.324745	I:4425130,4425151,	D:
4425430	4426272	-	1	1.158490	I:	D:
4426472	4427542	+	2	1.144729	I:	D:
4427544	4428431	+	3	1.118138	I:	D:
4428447	4429241	+	3	1.125803	I:	D:
4429279	4433217	+	1	1.162101	I:4432077,4432143,	D:4429601,4430980,
4433309	4434247	+	2	1.152169	I:	D:
4434625	4435458	+	1	1.217098	I:	D:
4435533	4436429	-	3	1.177223	I:	D:
4436635	4437579	+	1	1.164962	I:	D:
4437620	4441400	+	2	1.139949	I:4439653,	D:
4441424	4442184	-	2	1.159360	I:	D:4441432,
4442415	4443446	+	3	1.167049	I:	D:
4443502	4445420	+	1	1.143430	I:	D:4444547,
